id,count change,count,timestamp,door id,door name
2016-12-05T16:55:27.430000,1,1,Back Door,6yxsMIp6P7DATizZIhDjRj
2016-12-05T16:55:34.721000,1,2,Back Door,6yxsMIp6P7DATizZIhDjRj
2016-12-05T16:55:38.985000,-1,1,Back Door,6yxsMIp6P7DATizZIhDjRj
2016-12-06T23:24:10.079000,1,2,Front Door,4T27BABmCZjVwmOUlHXxou
2016-12-06T23:24:13.173000,1,3,Front Door,4T27BABmCZjVwmOUlHXxou
